record_id,pod_id,workload_id,gpu_spec,priority_class,job_type,model_type,scenario_family,stream_task_type,gpu_request_norm,latency_deadline_ms,bandwidth_request_norm,semantic_requirements,qualitative_warnings,natural_language_request
ALI_00070,279d7f045830944e3ccd5019ee037a14,missing_workload_00070,XPU-E,LP,offline_inference,genai,conflict_resolution,generative_ai_stream_inference,1.0,80,0.35,conflict_awareness;genai_acceleration;resource_reservation,high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.12 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation."
ALI_00071,5f56401675a36d01e95b9c2ef5b15764,missing_workload_00071,L20,HP,online_inference,unknown,dynamic_workload,online_stream_inference,1.0,70,0.35,low_latency;priority_awareness,long-running stream workload may reduce future resource stability,"Deploy a high-priority online inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1433.58 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness."
ALI_00072,88a4674a6d0d534649cc1cce052375e4,d51ec7cc6a40a1e2511251e7e94022e1,XPU-E,LP,training,rec,unseen_task,recommendation_stream,1.0,160,0.35,user_profile_awareness,,"Deploy a lower-priority training workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 21.73 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: user_profile_awareness."
ALI_00073,d7318be33dcda134e572b76678a4b768,missing_workload_00073,XPU-C,HP,online_inference,genai,dynamic_workload,generative_ai_stream_inference,1.0,70,0.35,genai_acceleration;low_latency;priority_awareness,negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 239.99 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: genai_acceleration, low_latency, priority_awareness."
ALI_00074,3741cad2cf8adc1fbec7e35f22f2853d,1f3e7d1f60f54a4030ae618e51af0a34,L20,HP,online_inference,rec,conflict_resolution,recommendation_stream,1.0,70,0.35,conflict_awareness;low_latency;priority_awareness;resource_reservation;user_profile_awareness,high scheduling delay or readiness failure indicates resource contention;long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 552.99 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness."
ALI_00075,066347ca1d6747ac2ee478dc36f19eb0,missing_workload_00075,XPU-E,LP,offline_inference,genai,conflict_resolution,generative_ai_stream_inference,1.0,80,0.35,conflict_awareness;genai_acceleration;resource_reservation,high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 8.71 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation."
ALI_00076,0d1a3a8d1f320bd981e5ccb2c434af0e,missing_workload_00076,XPU-E,HP,online_inference,rec,unseen_task,recommendation_stream,1.0,50,0.35,low_latency;priority_awareness;user_profile_awareness,long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 472.00 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness."
ALI_00077,9d7cf4d0b9a06f6629bf6cd2c7c53b2e,missing_workload_00077,XPU-E,LP,offline_inference,genai,data_drift,generative_ai_stream_inference,1.0,160,0.35,drift_awareness;genai_acceleration,lower-urgency stream analytics may hide delayed workload bursts,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 6.51 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration."
ALI_00078,7b5a21bde19ff65dcc45f052ed805b91,25afabaefe8b2ac54a3c9e378589e645,A10,HP,online_inference,genai,conflict_resolution,generative_ai_stream_inference,1.0,70,0.35,conflict_awareness;genai_acceleration;low_latency;priority_awareness;resource_reservation,high scheduling delay or readiness failure indicates resource contention,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 78.12 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation."
ALI_00079,aa699af5fe9612245ea345e105c28609,f7a8f9bd80de614074d23bb2fd84537d,H20,HP,online_inference,rec,conflict_resolution,recommendation_stream,1.0,70,0.35,conflict_awareness;low_latency;priority_awareness;resource_reservation;user_profile_awareness,high scheduling delay or readiness failure indicates resource contention;long-running stream workload may reduce future resource stability,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1703.99 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness."
ALI_00080,8e97898ab882b7de5c83ab76b585211e,missing_workload_00080,XPU-E,LP,offline_inference,genai,conflict_resolution,generative_ai_stream_inference,1.0,80,0.35,conflict_awareness;genai_acceleration;resource_reservation,high scheduling delay or readiness failure indicates resource contention,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.93 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation."
ALI_00081,653390ec2fb4bd7be9e2fba871eea460,missing_workload_00081,L20,HP,online_inference,genai,dynamic_workload,generative_ai_stream_inference,1.0,70,0.35,genai_acceleration;low_latency;priority_awareness,,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 2.00 GPU units and has observed duration 273.13 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: genai_acceleration, low_latency, priority_awareness."
ALI_00082,48ef4595f5fbea75068c8ef119ad818e,missing_workload_00082,XPU-A,HP,online_inference,rec,unseen_task,recommendation_stream,1.0,50,0.35,low_latency;priority_awareness;user_profile_awareness,long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 544.85 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness."
ALI_00083,dac4fb5659f2b5cb0d5a489b7d78a02b,754a62820faf2d7eefc2d140d5eba8fb,A10,HP,online_inference,rec,conflict_resolution,recommendation_stream,1.0,70,0.35,conflict_awareness;low_latency;priority_awareness;resource_reservation;user_profile_awareness,high scheduling delay or readiness failure indicates resource contention;long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 384.00 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness."
ALI_00084,5d6863d32f8c374987320069cbc3a9cf,missing_workload_00084,XPU-A,LP,offline_inference,genai,conflict_resolution,generative_ai_stream_inference,1.0,80,0.35,conflict_awareness;genai_acceleration;resource_reservation,high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.19 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation."
ALI_00085,23bcedbb819de070ca96696f69c63242,missing_workload_00085,XPU-C,LP,offline_inference,genai,conflict_resolution,generative_ai_stream_inference,1.0,80,0.35,conflict_awareness;genai_acceleration;resource_reservation,high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 18.92 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation."
ALI_00086,28edff16fa543a55ec75d6450821db08,ecc62dbdbeba7c289d59312a4e1c2c5c,XPU-A,HP,online_inference,embedding,conflict_resolution,embedding_stream_service,1.0,70,0.35,conflict_awareness;low_latency;priority_awareness;resource_reservation,high scheduling delay or readiness failure indicates resource contention;long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type embedding as an edge stream task. The workload requests 1.00 GPU units and has observed duration 564.38 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation."
ALI_00087,2efc7ead5aa3a61f98d008e575576dbe,9f1e9f0159490d18844bd9ed6cc394c6,XPU-A,HP,online_inference,rec,unseen_task,recommendation_stream,1.0,50,0.35,low_latency;priority_awareness;user_profile_awareness,long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 400.98 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness."
ALI_00088,f44635ad7c695f840409966c71ccf03e,missing_workload_00088,H20,HP,dev,rec,conflict_resolution,recommendation_stream,1.0,70,0.35,conflict_awareness;low_latency;priority_awareness;resource_reservation;user_profile_awareness,high scheduling delay or readiness failure indicates resource contention;long-running stream workload may reduce future resource stability,"Deploy a high-priority dev workload of type rec as an edge stream task. The workload requests 8.00 GPU units and has observed duration 1391.82 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness."
ALI_00089,3427eea0babeef03ea02fc9c95fdcc25,8a86dc0476436b928617730ebd4ff1a1,A10,HP,online_inference,rec,conflict_resolution,recommendation_stream,1.0,70,0.35,conflict_awareness;low_latency;priority_awareness;resource_reservation;user_profile_awareness,high scheduling delay or readiness failure indicates resource contention;long-running stream workload may reduce future resource stability,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 335.98 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness."
ALI_00090,8c2a920064d653f856593db904719ce8,missing_workload_00090,XPU-E,HP,online_inference,genai,dynamic_workload,generative_ai_stream_inference,1.0,70,0.35,genai_acceleration;low_latency;priority_awareness,long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1151.80 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: genai_acceleration, low_latency, priority_awareness."
ALI_00091,ec42dbb878261144abe86cf6bceb6578,missing_workload_00091,XPU-E,HP,online_inference,rec,unseen_task,recommendation_stream,1.0,50,0.35,low_latency;priority_awareness;user_profile_awareness,long-running stream workload may reduce future resource stability,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 570.75 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness."
ALI_00092,3fb33d58a66587b782f215f01c67232f,missing_workload_00092,XPU-C,LP,offline_inference,genai,data_drift,generative_ai_stream_inference,1.0,160,0.35,drift_awareness;genai_acceleration,lower-urgency stream analytics may hide delayed workload bursts,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 17.74 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration."
ALI_00093,84e1caeb19c3b78aef948a88504aac3c,9ba6883fc25ed92c4fd045558045d207,XPU-E,HP,online_inference,genai,conflict_resolution,generative_ai_stream_inference,1.0,70,0.35,conflict_awareness;genai_acceleration;low_latency;priority_awareness;resource_reservation,high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 4.00 GPU units and has observed duration 1.69 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation."
ALI_00094,03dcde5bf9a86c1130dae31657fda0a4,missing_workload_00094,XPU-E,LP,offline_inference,genai,data_drift,generative_ai_stream_inference,1.0,160,0.35,drift_awareness;genai_acceleration,lower-urgency stream analytics may hide delayed workload bursts,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.11 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration."
ALI_00095,283ede6dcd7032443582965c5adaed93,2d27e2d8caca7eab2ffe9fbc0ecbc942,A10,HP,online_inference,unknown,dynamic_workload,online_stream_inference,1.0,70,0.35,low_latency;priority_awareness,long-running stream workload may reduce future resource stability,"Deploy a high-priority online inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 503.99 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness."
ALI_00096,c91cd844ae5f4b421fc7711866b40e3a,missing_workload_00096,H20,LP,offline_inference,genai,conflict_resolution,generative_ai_stream_inference,1.0,80,0.35,conflict_awareness;genai_acceleration;resource_reservation,high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.33 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation."
ALI_00097,857c855882b4e7cfede3e219026873b8,missing_workload_00097,XPU-E,HP,online_inference,rec,conflict_resolution,recommendation_stream,1.0,70,0.35,conflict_awareness;low_latency;priority_awareness;resource_reservation;user_profile_awareness,high scheduling delay or readiness failure indicates resource contention;long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 570.72 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness."
ALI_00098,526f410012d25d3149f92166bac3be96,4059f37c3de25cc44bf7b0b96dff8f02,L20,HP,online_inference,rec,unseen_task,recommendation_stream,1.0,50,0.35,low_latency;priority_awareness;user_profile_awareness,negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 42.08 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness."
ALI_00099,2ff0941b0ca3e82da5b73020d02c82b3,missing_workload_00099,A10,LP,offline_inference,genai,data_drift,generative_ai_stream_inference,1.0,160,0.35,drift_awareness;genai_acceleration,lower-urgency stream analytics may hide delayed workload bursts,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.01 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration."
ALI_00100,52a0770eba1868c11260fbacf6a23ea8,missing_workload_00100,XPU-C,LP,offline_inference,genai,conflict_resolution,generative_ai_stream_inference,1.0,80,0.35,conflict_awareness;genai_acceleration;resource_reservation,high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 8.81 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation."
ALI_00101,e6e1f8a4b6d858b8961742b7dfd5bfad,missing_workload_00101,XPU-A,LP,offline_inference,genai,data_drift,generative_ai_stream_inference,1.0,160,0.35,drift_awareness;genai_acceleration,lower-urgency stream analytics may hide delayed workload bursts,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.07 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration."
ALI_00102,21d730d069da2312434a406b20c2fdfb,missing_workload_00102,XPU-A,LP,offline_inference,genai,conflict_resolution,generative_ai_stream_inference,1.0,80,0.35,conflict_awareness;genai_acceleration;resource_reservation,high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 4.00 GPU units and has observed duration 17.11 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation."
ALI_00103,b653dbd368b2a35a200485f2234a3df0,missing_workload_00103,XPU-A,HP,online_inference,rec,unseen_task,recommendation_stream,1.0,50,0.35,low_latency;priority_awareness;user_profile_awareness,long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 456.00 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness."
ALI_00104,a94bf4a8738f82c9821e0ee5c22489ed,missing_workload_00104,L20,HP,online_inference,rec,unseen_task,recommendation_stream,1.0,50,0.35,low_latency;priority_awareness;user_profile_awareness,long-running stream workload may reduce future resource stability,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1703.98 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness."
ALI_00105,e45181b91876f217fe4792ae737ed42d,missing_workload_00105,L20,HP,online_inference,unknown,dynamic_workload,online_stream_inference,0.06,70,0.115,low_latency;priority_awareness,long-running stream workload may reduce future resource stability,"Deploy a high-priority online inference workload of type unknown as an edge stream task. The workload requests 0.06 GPU units and has observed duration 1703.97 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness."
ALI_00106,77d36d4670b7744b18a8868a0cc3baf3,missing_workload_00106,XPU-C,HP,online_inference,rec,unseen_task,recommendation_stream,1.0,50,0.35,low_latency;priority_awareness;user_profile_awareness,,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 24.00 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness."
ALI_00107,c794fe1a84c80fe86e21d5fda8809c85,missing_workload_00107,XPU-E,HP,online_inference,rec,unseen_task,recommendation_stream,1.0,50,0.35,low_latency;priority_awareness;user_profile_awareness,long-running stream workload may reduce future resource stability,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 577.99 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness."
ALI_00108,e442fbf0349a0a06d25ffa3acdfe919a,missing_workload_00108,XPU-A,HP,online_inference,embedding,unseen_task,embedding_stream_service,1.0,50,0.35,low_latency;priority_awareness,long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type embedding as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1007.67 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness."
ALI_00109,10704a75cc296284ebd51c82dd3b5531,missing_workload_00109,A10,LP,offline_inference,genai,conflict_resolution,generative_ai_stream_inference,1.0,80,0.35,conflict_awareness;genai_acceleration;resource_reservation,high scheduling delay or readiness failure indicates resource contention,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.64 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation."
ALI_00110,f1e3c98eeed31430ed7e39a5a5066d43,cac00117ba7d3becad1e167b9512e21d,XPU-A,HP,online_inference,rec,unseen_task,recommendation_stream,1.0,50,0.35,low_latency;priority_awareness;user_profile_awareness,long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 353.00 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness."
ALI_00111,7b73f60418ce9e969956ba81cc97366e,80260ae9ef2647b77f7a69e3715eb260,XPU-B,HP,online_inference,rec,unseen_task,recommendation_stream,1.0,50,0.35,low_latency;priority_awareness;user_profile_awareness,long-running stream workload may reduce future resource stability,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 377.36 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness."
ALI_00112,7d43b4453e859e39ee053e9b3b53591b,missing_workload_00112,XPU-A,LP,offline_inference,genai,conflict_resolution,generative_ai_stream_inference,1.0,80,0.35,conflict_awareness;genai_acceleration;resource_reservation,high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.12 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation."
ALI_00113,e03955ec6153a1267da93831ef7e53d8,missing_workload_00113,H20,LP,offline_inference,genai,conflict_resolution,generative_ai_stream_inference,1.0,80,0.35,conflict_awareness;genai_acceleration;resource_reservation,high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 11.18 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation."
ALI_00114,95ba48a733d9b981000b45edb7121f60,missing_workload_00114,XPU-E,HP,online_inference,rec,conflict_resolution,recommendation_stream,1.0,70,0.35,conflict_awareness;low_latency;priority_awareness;resource_reservation;user_profile_awareness,high scheduling delay or readiness failure indicates resource contention;long-running stream workload may reduce future resource stability,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 479.72 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness."
ALI_00115,34cf028fcdc3e7c387d33ea241e7543c,c6493c745fdbf7f6164d933025f030ba,L20,HP,online_inference,rec,unseen_task,recommendation_stream,1.0,50,0.35,low_latency;priority_awareness;user_profile_awareness,,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 277.83 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness."
ALI_00116,61c81cda24d3eb0e845aa1869e1faa46,missing_workload_00116,L20,HP,online_inference,cv,unseen_task,computer_vision_stream,0.07,50,0.2375,high_bandwidth;low_latency;priority_awareness,,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.07 GPU units and has observed duration 23.99 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: high_bandwidth, low_latency, priority_awareness."
ALI_00117,e99024cce6736c500c42a0373fb76f26,05942313f14a0a9b19161bcc30e18270,L20,HP,online_inference,rec,conflict_resolution,recommendation_stream,1.0,70,0.35,conflict_awareness;low_latency;priority_awareness;resource_reservation;user_profile_awareness,high scheduling delay or readiness failure indicates resource contention;long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 592.00 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness."
ALI_00118,d9b80d7db0bd1f1aad24c15363de255b,missing_workload_00118,XPU-A,LP,offline_inference,genai,conflict_resolution,generative_ai_stream_inference,1.0,80,0.35,conflict_awareness;genai_acceleration;resource_reservation,high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 10.46 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation."
ALI_00119,909d12c3fbe6a29976a9339acf43cbf9,missing_workload_00119,L20,HP,online_inference,rec,unseen_task,recommendation_stream,1.0,50,0.35,low_latency;priority_awareness;user_profile_awareness,long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 401.57 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness."
ALI_00120,0a5e393afdb59e4bd17ad3293a837270,31a6a9a32a5b58a9d1fd9300152c4cd2,H20,HP,online_inference,genai,dynamic_workload,generative_ai_stream_inference,1.0,70,0.35,genai_acceleration;low_latency;priority_awareness,long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1321.94 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: genai_acceleration, low_latency, priority_awareness."
ALI_00121,a442857994851ebdba505129b5ff70bd,missing_workload_00121,A10,HP,online_inference,cv,unseen_task,computer_vision_stream,0.46,50,0.335,high_bandwidth;low_latency;priority_awareness,long-running stream workload may reduce future resource stability,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.46 GPU units and has observed duration 407.98 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: high_bandwidth, low_latency, priority_awareness."
ALI_00122,af7bb9945bcb08882d4464845160b200,missing_workload_00122,H20,HP,online_inference,genai,dynamic_workload,generative_ai_stream_inference,1.0,70,0.35,genai_acceleration;low_latency;priority_awareness,long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 8.00 GPU units and has observed duration 328.71 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: genai_acceleration, low_latency, priority_awareness."
ALI_00123,b9a72c0ac26b5dce698dcfd916ab4ce6,missing_workload_00123,XPU-E,LP,offline_inference,genai,conflict_resolution,generative_ai_stream_inference,1.0,80,0.35,conflict_awareness;genai_acceleration;resource_reservation,high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 18.63 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation."
ALI_00124,efa5ad16eabdffebd61ce8bbb3b87f65,missing_workload_00124,H20,LP,offline_inference,genai,conflict_resolution,generative_ai_stream_inference,1.0,80,0.35,conflict_awareness;genai_acceleration;resource_reservation,high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.37 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation."
ALI_00125,a6461b642d7f0bd1211740882a67bc49,missing_workload_00125,XPU-E,LP,offline_inference,genai,conflict_resolution,generative_ai_stream_inference,1.0,80,0.35,conflict_awareness;genai_acceleration;resource_reservation,high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.12 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation."
