case_id,record_id,task_type,scenario_family,candidate_agent,candidate_cluster_type,task_profile,contextual_warning,expected_action,expected_reason,expected_safe_host,utility
S4_ALI_00301_C4,ALI_00301,online_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a high-priority online inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 23.52 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2580
S4_ALI_00301_C5,ALI_00301,online_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a high-priority online inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 23.52 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,0.0364
S4_ALI_00302_C1,ALI_00302,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 6.08 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.1807
S4_ALI_00302_C2,ALI_00302,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 6.08 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2258
S4_ALI_00302_C3,ALI_00302,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 6.08 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3203
S4_ALI_00302_C4,ALI_00302,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 6.08 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2440
S4_ALI_00302_C5,ALI_00302,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 6.08 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0318
S4_ALI_00303_C1,ALI_00303,generative_ai_stream_inference,data_drift,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.76 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts; drift_sensitive_cluster_state,refuse,data_drift,NONE,0.2268
S4_ALI_00303_C2,ALI_00303,generative_ai_stream_inference,data_drift,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.76 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts; drift_sensitive_cluster_state,refuse,data_drift,NONE,0.1647
S4_ALI_00303_C3,ALI_00303,generative_ai_stream_inference,data_drift,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.76 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.3375
S4_ALI_00303_C4,ALI_00303,generative_ai_stream_inference,data_drift,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.76 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.2859
S4_ALI_00303_C5,ALI_00303,generative_ai_stream_inference,data_drift,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.76 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.1867
S4_ALI_00304_C1,ALI_00304,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 23.61 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.1321
S4_ALI_00304_C2,ALI_00304,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 23.61 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.1721
S4_ALI_00304_C3,ALI_00304,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 23.61 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3308
S4_ALI_00304_C4,ALI_00304,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 23.61 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2416
S4_ALI_00304_C5,ALI_00304,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 23.61 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0199
S4_ALI_00305_C1,ALI_00305,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority training workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.89 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,0.1172
S4_ALI_00305_C2,ALI_00305,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority training workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.89 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.1622
S4_ALI_00305_C3,ALI_00305,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority training workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.89 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.3017
S4_ALI_00305_C4,ALI_00305,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority training workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.89 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2254
S4_ALI_00305_C5,ALI_00305,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority training workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.89 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,-0.0318
S4_ALI_00306_C1,ALI_00306,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 48.25 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,0.2140
S4_ALI_00306_C2,ALI_00306,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 48.25 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2591
S4_ALI_00306_C3,ALI_00306,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 48.25 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.3986
S4_ALI_00306_C4,ALI_00306,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 48.25 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2773
S4_ALI_00306_C5,ALI_00306,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 48.25 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,0.0651
S4_ALI_00307_C1,ALI_00307,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.07 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.1826
S4_ALI_00307_C2,ALI_00307,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.07 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2277
S4_ALI_00307_C3,ALI_00307,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.07 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3222
S4_ALI_00307_C4,ALI_00307,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.07 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2459
S4_ALI_00307_C5,ALI_00307,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.07 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0337
S4_ALI_00308_C1,ALI_00308,background_stream_analytics,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.29 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.2294
S4_ALI_00308_C2,ALI_00308,background_stream_analytics,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.29 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2295
S4_ALI_00308_C3,ALI_00308,background_stream_analytics,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.29 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3690
S4_ALI_00308_C4,ALI_00308,background_stream_analytics,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.29 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2927
S4_ALI_00308_C5,ALI_00308,background_stream_analytics,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.29 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0805
S4_ALI_00309_C1,ALI_00309,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 3.61 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.1518
S4_ALI_00309_C2,ALI_00309,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 3.61 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.1969
S4_ALI_00309_C3,ALI_00309,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 3.61 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3364
S4_ALI_00309_C4,ALI_00309,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 3.61 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2601
S4_ALI_00309_C5,ALI_00309,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 3.61 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0479
S4_ALI_00310_C1,ALI_00310,generative_ai_stream_inference,data_drift,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 24.00 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts; drift_sensitive_cluster_state,refuse,data_drift,NONE,0.1920
S4_ALI_00310_C2,ALI_00310,generative_ai_stream_inference,data_drift,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 24.00 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts; drift_sensitive_cluster_state,refuse,data_drift,NONE,0.1750
S4_ALI_00310_C3,ALI_00310,generative_ai_stream_inference,data_drift,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 24.00 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.3477
S4_ALI_00310_C4,ALI_00310,generative_ai_stream_inference,data_drift,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 24.00 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.2962
S4_ALI_00310_C5,ALI_00310,generative_ai_stream_inference,data_drift,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 24.00 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.1520
S4_ALI_00311_C1,ALI_00311,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority training workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.71 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,0.0871
S4_ALI_00311_C2,ALI_00311,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority training workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.71 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.1322
S4_ALI_00311_C3,ALI_00311,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority training workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.71 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2717
S4_ALI_00311_C4,ALI_00311,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority training workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.71 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.1504
S4_ALI_00311_C5,ALI_00311,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority training workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.71 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,-0.0618
S4_ALI_00312_C1,ALI_00312,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 5.88 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.2635
S4_ALI_00312_C2,ALI_00312,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 5.88 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3086
S4_ALI_00312_C3,ALI_00312,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 5.88 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.4031
S4_ALI_00312_C4,ALI_00312,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 5.88 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3268
S4_ALI_00312_C5,ALI_00312,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 5.88 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.1146
S4_ALI_00313_C1,ALI_00313,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 23.52 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,0.2116
S4_ALI_00313_C2,ALI_00313,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 23.52 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2065
S4_ALI_00313_C3,ALI_00313,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 23.52 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.3652
S4_ALI_00313_C4,ALI_00313,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 23.52 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2760
S4_ALI_00313_C5,ALI_00313,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 23.52 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,0.0544
S4_ALI_00314_C1,ALI_00314,generative_ai_stream_inference,data_drift,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.87 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts; drift_sensitive_cluster_state,refuse,data_drift,NONE,0.2267
S4_ALI_00314_C2,ALI_00314,generative_ai_stream_inference,data_drift,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.87 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts; drift_sensitive_cluster_state,refuse,data_drift,NONE,0.2096
S4_ALI_00314_C3,ALI_00314,generative_ai_stream_inference,data_drift,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.87 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.3824
